[2021-05-06 22:18:03,948 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id0_0003/id0_0003_000.jpg
[2021-05-06 22:22:07,884 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id40_0006/id40_0006_009.jpg
[2021-05-06 22:22:07,884 - INFO] Prob = -1
[2021-05-06 22:22:07,884 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id41_0005/id41_0005_000.jpg
[2021-05-06 22:22:07,885 - INFO] Prob = -1
[2021-05-06 22:22:07,885 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id41_0005/id41_0005_001.jpg
[2021-05-06 22:22:07,885 - INFO] Prob = -1
[2021-05-06 22:22:07,885 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id41_0005/id41_0005_002.jpg
[2021-05-06 22:22:07,885 - INFO] Prob = -1
[2021-05-06 22:22:07,886 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id41_0005/id41_0005_003.jpg
[2021-05-06 22:22:07,886 - INFO] Prob = -1
[2021-05-06 22:22:07,886 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id41_0005/id41_0005_004.jpg
[2021-05-06 22:22:07,886 - INFO] Prob = -1
[2021-05-06 22:22:07,886 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id41_0005/id41_0005_005.jpg
[2021-05-06 22:22:07,887 - INFO] Prob = -1
[2021-05-06 22:22:07,887 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id41_0005/id41_0005_006.jpg
[2021-05-06 22:22:07,887 - INFO] Prob = -1
[2021-05-06 22:22:07,887 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id41_0005/id41_0005_007.jpg
[2021-05-06 22:22:07,888 - INFO] Prob = -1
[2021-05-06 22:22:07,888 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id41_0005/id41_0005_008.jpg
[2021-05-06 22:22:07,888 - INFO] Prob = -1
[2021-05-06 22:22:07,888 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id41_0005/id41_0005_009.jpg
[2021-05-06 22:22:07,888 - INFO] Prob = -1
[2021-05-06 22:22:07,888 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id42_0004/id42_0004_000.jpg
[2021-05-06 22:22:07,889 - INFO] Prob = -1
[2021-05-06 22:22:07,889 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id42_0004/id42_0004_001.jpg
[2021-05-06 22:22:07,889 - INFO] Prob = -1
[2021-05-06 22:22:07,889 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id42_0004/id42_0004_002.jpg
[2021-05-06 22:22:07,889 - INFO] Prob = -1
[2021-05-06 22:22:07,890 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id42_0004/id42_0004_003.jpg
[2021-05-06 22:22:07,890 - INFO] Prob = -1
[2021-05-06 22:22:07,890 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id42_0004/id42_0004_004.jpg
[2021-05-06 22:22:07,890 - INFO] Prob = -1
[2021-05-06 22:22:07,890 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id42_0004/id42_0004_005.jpg
[2021-05-06 22:22:07,891 - INFO] Prob = -1
[2021-05-06 22:22:07,891 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id42_0004/id42_0004_006.jpg
[2021-05-06 22:22:07,891 - INFO] Prob = -1
[2021-05-06 22:22:07,891 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id42_0004/id42_0004_007.jpg
[2021-05-06 22:22:07,891 - INFO] Prob = -1
[2021-05-06 22:22:07,951 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id42_0004/id42_0004_008.jpg
[2021-05-06 22:22:07,951 - INFO] Prob = -1
[2021-05-06 22:22:07,952 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id42_0004/id42_0004_009.jpg
[2021-05-06 22:22:07,952 - INFO] Prob = -1
[2021-05-06 22:22:07,952 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id44_0005/id44_0005_000.jpg
[2021-05-06 22:22:07,952 - INFO] Prob = -1
[2021-05-06 22:22:07,953 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id44_0005/id44_0005_001.jpg
[2021-05-06 22:22:07,953 - INFO] Prob = -1
[2021-05-06 22:22:07,953 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id44_0005/id44_0005_002.jpg
[2021-05-06 22:22:07,953 - INFO] Prob = -1
[2021-05-06 22:22:07,954 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id44_0005/id44_0005_003.jpg
[2021-05-06 22:22:07,954 - INFO] Prob = -1
[2021-05-06 22:22:07,954 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id44_0005/id44_0005_004.jpg
[2021-05-06 22:22:07,954 - INFO] Prob = -1
[2021-05-06 22:22:07,954 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id44_0005/id44_0005_005.jpg
[2021-05-06 22:22:07,955 - INFO] Prob = -1
[2021-05-06 22:22:07,955 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id44_0005/id44_0005_006.jpg
[2021-05-06 22:22:07,955 - INFO] Prob = -1
[2021-05-06 22:22:07,955 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id44_0005/id44_0005_007.jpg
[2021-05-06 22:22:07,955 - INFO] Prob = -1
[2021-05-06 22:22:07,956 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id44_0005/id44_0005_008.jpg
[2021-05-06 22:22:07,956 - INFO] Prob = -1
[2021-05-06 22:22:07,956 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id44_0005/id44_0005_009.jpg
[2021-05-06 22:22:07,956 - INFO] Prob = -1
[2021-05-06 22:22:07,956 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id45_0003/id45_0003_000.jpg
[2021-05-06 22:22:07,957 - INFO] Prob = -1
[2021-05-06 22:22:07,957 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id45_0003/id45_0003_001.jpg
[2021-05-06 22:22:07,957 - INFO] Prob = -1
[2021-05-06 22:22:07,957 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id45_0003/id45_0003_002.jpg
[2021-05-06 22:22:07,957 - INFO] Prob = -1
[2021-05-06 22:22:07,957 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id45_0003/id45_0003_003.jpg
[2021-05-06 22:22:07,958 - INFO] Prob = -1
[2021-05-06 22:22:07,958 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id45_0003/id45_0003_004.jpg
[2021-05-06 22:22:07,958 - INFO] Prob = -1
[2021-05-06 22:22:07,958 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id45_0003/id45_0003_005.jpg
[2021-05-06 22:22:07,958 - INFO] Prob = -1
[2021-05-06 22:22:07,959 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id45_0003/id45_0003_006.jpg
[2021-05-06 22:22:07,959 - INFO] Prob = -1
[2021-05-06 22:22:07,959 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id45_0003/id45_0003_007.jpg
[2021-05-06 22:22:07,959 - INFO] Prob = -1
[2021-05-06 22:22:07,959 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id45_0003/id45_0003_008.jpg
[2021-05-06 22:22:07,960 - INFO] Prob = -1
[2021-05-06 22:22:07,960 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id45_0003/id45_0003_009.jpg
[2021-05-06 22:22:07,960 - INFO] Prob = -1
[2021-05-06 22:22:07,960 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id46_0007/id46_0007_000.jpg
[2021-05-06 22:22:07,960 - INFO] Prob = -1
[2021-05-06 22:22:07,961 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id46_0007/id46_0007_001.jpg
[2021-05-06 22:22:07,961 - INFO] Prob = -1
[2021-05-06 22:22:07,961 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id46_0007/id46_0007_002.jpg
[2021-05-06 22:22:07,961 - INFO] Prob = -1
[2021-05-06 22:22:07,961 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id46_0007/id46_0007_003.jpg
[2021-05-06 22:22:07,962 - INFO] Prob = -1
[2021-05-06 22:22:07,962 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id46_0007/id46_0007_004.jpg
[2021-05-06 22:22:07,962 - INFO] Prob = -1
[2021-05-06 22:22:07,962 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id46_0007/id46_0007_005.jpg
[2021-05-06 22:22:07,962 - INFO] Prob = -1
[2021-05-06 22:22:07,962 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id46_0007/id46_0007_006.jpg
[2021-05-06 22:22:07,963 - INFO] Prob = -1
[2021-05-06 22:22:07,963 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id46_0007/id46_0007_007.jpg
[2021-05-06 22:22:07,963 - INFO] Prob = -1
[2021-05-06 22:22:07,963 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id46_0007/id46_0007_008.jpg
[2021-05-06 22:22:07,963 - INFO] Prob = -1
[2021-05-06 22:22:07,964 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id46_0007/id46_0007_009.jpg
[2021-05-06 22:22:07,964 - INFO] Prob = -1
[2021-05-06 22:22:07,964 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id47_0007/id47_0007_000.jpg
[2021-05-06 22:22:07,964 - INFO] Prob = -1
[2021-05-06 22:22:07,964 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id47_0007/id47_0007_001.jpg
[2021-05-06 22:22:07,965 - INFO] Prob = -1
[2021-05-06 22:22:07,965 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id47_0007/id47_0007_002.jpg
[2021-05-06 22:22:07,965 - INFO] Prob = -1
[2021-05-06 22:22:07,965 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id47_0007/id47_0007_003.jpg
[2021-05-06 22:22:07,966 - INFO] Prob = -1
[2021-05-06 22:22:07,966 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id47_0007/id47_0007_004.jpg
[2021-05-06 22:22:07,966 - INFO] Prob = -1
[2021-05-06 22:22:07,966 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id47_0007/id47_0007_005.jpg
[2021-05-06 22:22:07,967 - INFO] Prob = -1
[2021-05-06 22:22:07,967 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id47_0007/id47_0007_006.jpg
[2021-05-06 22:22:07,967 - INFO] Prob = -1
[2021-05-06 22:22:07,967 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id47_0007/id47_0007_007.jpg
[2021-05-06 22:22:07,967 - INFO] Prob = -1
[2021-05-06 22:22:07,968 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id47_0007/id47_0007_008.jpg
[2021-05-06 22:22:07,968 - INFO] Prob = -1
[2021-05-06 22:22:07,968 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id47_0007/id47_0007_009.jpg
[2021-05-06 22:22:07,968 - INFO] Prob = -1
[2021-05-06 22:22:07,968 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id4_0002/id4_0002_000.jpg
[2021-05-06 22:22:07,969 - INFO] Prob = -1
[2021-05-06 22:22:07,969 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id4_0002/id4_0002_001.jpg
[2021-05-06 22:22:07,969 - INFO] Prob = -1
[2021-05-06 22:22:07,969 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id4_0002/id4_0002_002.jpg
[2021-05-06 22:22:07,969 - INFO] Prob = -1
[2021-05-06 22:22:07,970 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id4_0002/id4_0002_003.jpg
[2021-05-06 22:22:07,970 - INFO] Prob = -1
[2021-05-06 22:22:07,970 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id4_0002/id4_0002_004.jpg
[2021-05-06 22:22:07,970 - INFO] Prob = -1
[2021-05-06 22:22:07,970 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id4_0002/id4_0002_005.jpg
[2021-05-06 22:22:07,971 - INFO] Prob = -1
[2021-05-06 22:22:07,971 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id4_0002/id4_0002_006.jpg
[2021-05-06 22:22:07,971 - INFO] Prob = -1
[2021-05-06 22:22:07,971 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id4_0002/id4_0002_007.jpg
[2021-05-06 22:22:07,971 - INFO] Prob = -1
[2021-05-06 22:22:07,972 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id4_0002/id4_0002_008.jpg
[2021-05-06 22:22:07,972 - INFO] Prob = -1
[2021-05-06 22:22:07,972 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id4_0002/id4_0002_009.jpg
[2021-05-06 22:22:07,972 - INFO] Prob = -1
[2021-05-06 22:22:07,972 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id56_0002/id56_0002_000.jpg
[2021-05-06 22:22:07,973 - INFO] Prob = -1
[2021-05-06 22:22:07,973 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id56_0002/id56_0002_001.jpg
[2021-05-06 22:22:07,973 - INFO] Prob = -1
[2021-05-06 22:22:07,973 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id56_0002/id56_0002_002.jpg
[2021-05-06 22:22:07,973 - INFO] Prob = -1
[2021-05-06 22:22:07,973 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id56_0002/id56_0002_003.jpg
[2021-05-06 22:22:07,974 - INFO] Prob = -1
[2021-05-06 22:22:07,974 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id56_0002/id56_0002_004.jpg
[2021-05-06 22:22:07,974 - INFO] Prob = -1
[2021-05-06 22:22:07,974 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id56_0002/id56_0002_005.jpg
[2021-05-06 22:22:07,974 - INFO] Prob = -1
[2021-05-06 22:22:07,975 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id56_0002/id56_0002_006.jpg
[2021-05-06 22:22:07,975 - INFO] Prob = -1
[2021-05-06 22:22:07,975 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id56_0002/id56_0002_007.jpg
[2021-05-06 22:22:07,975 - INFO] Prob = -1
[2021-05-06 22:22:07,975 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id56_0002/id56_0002_008.jpg
[2021-05-06 22:22:07,976 - INFO] Prob = -1
[2021-05-06 22:22:07,976 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id56_0002/id56_0002_009.jpg
[2021-05-06 22:22:08,053 - INFO] Prob = -1
[2021-05-06 22:22:08,053 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id58_0003/id58_0003_000.jpg
[2021-05-06 22:22:08,053 - INFO] Prob = -1
[2021-05-06 22:22:08,054 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id58_0003/id58_0003_001.jpg
[2021-05-06 22:22:08,054 - INFO] Prob = -1
[2021-05-06 22:22:08,054 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id58_0003/id58_0003_002.jpg
[2021-05-06 22:22:08,055 - INFO] Prob = -1
[2021-05-06 22:22:08,055 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id58_0003/id58_0003_003.jpg
[2021-05-06 22:22:08,055 - INFO] Prob = -1
[2021-05-06 22:22:08,055 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id58_0003/id58_0003_004.jpg
[2021-05-06 22:22:08,056 - INFO] Prob = -1
[2021-05-06 22:22:08,056 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id58_0003/id58_0003_005.jpg
[2021-05-06 22:22:08,056 - INFO] Prob = -1
[2021-05-06 22:22:08,056 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id58_0003/id58_0003_006.jpg
[2021-05-06 22:22:08,057 - INFO] Prob = -1
[2021-05-06 22:22:08,057 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id58_0003/id58_0003_007.jpg
[2021-05-06 22:22:08,057 - INFO] Prob = -1
[2021-05-06 22:22:08,057 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id58_0003/id58_0003_008.jpg
[2021-05-06 22:22:08,058 - INFO] Prob = -1
[2021-05-06 22:22:08,058 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id58_0003/id58_0003_009.jpg
[2021-05-06 22:22:08,058 - INFO] Prob = -1
[2021-05-06 22:22:08,058 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id59_0002/id59_0002_000.jpg
[2021-05-06 22:22:08,059 - INFO] Prob = -1
[2021-05-06 22:22:08,059 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id59_0002/id59_0002_001.jpg
[2021-05-06 22:22:08,059 - INFO] Prob = -1
[2021-05-06 22:22:08,059 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id59_0002/id59_0002_002.jpg
[2021-05-06 22:22:08,059 - INFO] Prob = -1
[2021-05-06 22:22:08,060 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id59_0002/id59_0002_003.jpg
[2021-05-06 22:22:08,060 - INFO] Prob = -1
[2021-05-06 22:22:08,060 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id59_0002/id59_0002_004.jpg
[2021-05-06 22:22:08,060 - INFO] Prob = -1
[2021-05-06 22:22:08,060 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id59_0002/id59_0002_005.jpg
[2021-05-06 22:22:08,061 - INFO] Prob = -1
[2021-05-06 22:22:08,061 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id59_0002/id59_0002_006.jpg
[2021-05-06 22:22:08,061 - INFO] Prob = -1
[2021-05-06 22:22:08,061 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id59_0002/id59_0002_007.jpg
[2021-05-06 22:22:08,061 - INFO] Prob = -1
[2021-05-06 22:22:08,061 - INFO] Testing: /content/drive/MyDrive/Colab Notebooks/Deep Fake - PDBR/CVPRW2019_Face_Artifacts/testdata/Task_2_3/evaluation/real/id59_0002/id59_0002_008.jpg
